年月,店舗名,店舗表示順,レート区分,台数,店舗全体台数,台数シェア,売上合計_千円,店舗全体売上_千円,売上シェア,補粗利合計,店舗全体補粗利,補粗利シェア,売上差_pt,補粗利差_pt,平均差_pt,判定,優先度
2025-07,新小岩店,37,20円超S,280,757,37.0,231167,473355,48.8,37687719,83615837,45.1,11.8,8.1,10.0,不足,高
2025-07,新小岩店,37,5円S,0,757,0.0,0,473355,0.0,0,83615837,0.0,0.0,0.0,0.0,適正,低
2025-07,新小岩店,37,5円未満S,0,757,0.0,0,473355,0.0,0,83615837,0.0,0.0,0.0,0.0,適正,低
2025-07,八王子北野店,38,4円超P,88,616,14.3,55966,348934,16.0,15275351,59461763,25.7,1.8,11.4,6.6,要確認,高
2025-07,八王子北野店,38,1円P,63,616,10.2,18572,348934,5.3,5304363,59461763,8.9,-4.9,-1.3,-3.1,要確認,中
2025-07,八王子北野店,38,1円未満P,0,616,0.0,0,348934,0.0,0,59461763,0.0,0.0,0.0,0.0,適正,低
2025-07,八王子北野店,38,20円超S,373,616,60.6,248616,348934,71.3,33140475,59461763,55.7,10.7,-4.8,2.9,要確認,高
2025-07,八王子北野店,38,5円S,91,616,14.8,25781,348934,7.4,5741574,59461763,9.7,-7.4,-5.1,-6.3,過剰,高
2025-07,八王子北野店,38,5円未満S,0,616,0.0,0,348934,0.0,0,59461763,0.0,0.0,0.0,0.0,適正,低
2025-07,錦糸町店,39,4円超P,474,996,47.6,652578,1108125,58.9,103396815,163379737,63.3,11.3,15.7,13.5,不足,高
2025-07,錦糸町店,39,1円P,161,996,16.2,52237,1108125,4.7,15604022,163379737,9.6,-11.5,-6.6,-9.0,過剰,高
2025-07,錦糸町店,39,1円未満P,0,996,0.0,0,1108125,0.0,0,163379737,0.0,0.0,0.0,0.0,適正,低
2025-07,錦糸町店,39,20円超S,361,996,36.2,403309,1108125,36.4,44378900,163379737,27.2,0.2,-9.1,-4.5,要確認,高
2025-07,錦糸町店,39,5円S,0,996,0.0,0,1108125,0.0,0,163379737,0.0,0.0,0.0,0.0,適正,低
2025-07,錦糸町店,39,5円未満S,0,996,0.0,0,1108125,0.0,0,163379737,0.0,0.0,0.0,0.0,適正,低
2025-07,座間店,40,4円超P,325,1034,31.4,163306,525444,31.1,32610752,80662323,40.4,-0.4,9.0,4.3,要確認,高
2025-07,座間店,40,1円P,252,1034,24.4,68881,525444,13.1,17401839,80662323,21.6,-11.3,-2.8,-7.0,要確認,高
2025-07,座間店,40,1円未満P,0,1034,0.0,0,525444,0.0,0,80662323,0.0,0.0,0.0,0.0,適正,低
2025-07,座間店,40,20円超S,356,1034,34.4,260164,525444,49.5,26088650,80662323,32.3,15.1,-2.1,6.5,要確認,高
2025-07,座間店,40,5円S,101,1034,9.8,33094,525444,6.3,4561082,80662323,5.7,-3.5,-4.1,-3.8,過剰,中
2025-07,座間店,40,5円未満S,0,1034,0.0,0,525444,0.0,0,80662323,0.0,0.0,0.0,0.0,適正,低
2025-07,平塚駅前店,41,4円超P,323,994,32.5,233085,675858,34.5,43084612,104186688,41.4,2.0,8.9,5.4,要確認,高
2025-07,平塚駅前店,41,1円P,195,994,19.6,55148,675858,8.2,13676080,104186688,13.1,-11.5,-6.5,-9.0,過剰,高
2025-07,平塚駅前店,41,1円未満P,35,994,3.5,6295,675858,0.9,1320111,104186688,1.3,-2.6,-2.3,-2.4,適正,低
2025-07,平塚駅前店,41,20円超S,377,994,37.9,352840,675858,52.2,41573999,104186688,39.9,14.3,2.0,8.1,要確認,高
2025-07,平塚駅前店,41,5円S,64,994,6.4,28490,675858,4.2,4531886,104186688,4.3,-2.2,-2.1,-2.2,適正,低
2025-07,平塚駅前店,41,5円未満S,0,994,0.0,0,675858,0.0,0,104186688,0.0,0.0,0.0,0.0,適正,低
2025-07,上永谷店,42,4円超P,140,639,21.9,58443,268538,21.8,13332700,44837123,29.7,-0.1,7.8,3.8,要確認,高
2025-07,上永谷店,42,1円P,131,639,20.5,40330,268538,15.0,10350750,44837123,23.1,-5.5,2.6,-1.4,要確認,中
2025-07,上永谷店,42,1円未満P,48,639,7.5,6413,268538,2.4,1922895,44837123,4.3,-5.1,-3.2,-4.2,過剰,中
2025-07,上永谷店,42,20円超S,249,639,39.0,142371,268538,53.0,16148413,44837123,36.0,14.0,-3.0,5.5,要確認,高
2025-07,上永谷店,42,5円S,72,639,11.3,20982,268538,7.8,3082365,44837123,6.9,-3.5,-4.4,-3.9,過剰,中
2025-07,上永谷店,42,5円未満S,0,639,0.0,0,268538,0.0,0,44837123,0.0,0.0,0.0,0.0,適正,低
2025-07,姫路店,43,4円超P,235,907,25.9,127737,499863,25.6,23389569,64051141,36.5,-0.4,10.6,5.1,要確認,高
2025-07,姫路店,43,1円P,200,907,22.1,41664,499863,8.3,7722824,64051141,12.1,-13.7,-10.0,-11.9,過剰,高
2025-07,姫路店,43,1円未満P,0,907,0.0,0,499863,0.0,0,64051141,0.0,0.0,0.0,0.0,適正,低
2025-07,姫路店,43,20円超S,372,907,41.0,294498,499863,58.9,27704528,64051141,43.3,17.9,2.2,10.1,要確認,高
2025-07,姫路店,43,5円S,100,907,11.0,35964,499863,7.2,5234220,64051141,8.2,-3.8,-2.9,-3.3,要確認,中
2025-07,姫路店,43,5円未満S,0,907,0.0,0,499863,0.0,0,64051141,0.0,0.0,0.0,0.0,適正,低
2025-07,新開地店,44,4円超P,377,1336,28.2,450697,1047585,43.0,66348035,128380854,51.7,14.8,23.5,19.1,不足,高
2025-07,新開地店,44,1円P,261,1336,19.5,68171,1047585,6.5,13115047,128380854,10.2,-13.0,-9.3,-11.2,過剰,高
2025-07,新開地店,44,1円未満P,0,1336,0.0,0,1047585,0.0,0,128380854,0.0,0.0,0.0,0.0,適正,低
2025-07,新開地店,44,20円超S,585,1336,43.8,490242,1047585,46.8,42993170,128380854,33.5,3.0,-10.3,-3.6,要確認,高
2025-07,新開地店,44,5円S,114,1336,8.5,38475,1047585,3.7,5924602,128380854,4.6,-4.9,-3.9,-4.4,過剰,中
2025-07,新開地店,44,5円未満S,0,1336,0.0,0,1047585,0.0,0,128380854,0.0,0.0,0.0,0.0,適正,低
2025-07,仙台東店,45,4円超P,258,831,31.0,267225,665928,40.1,48384868,105459743,45.9,9.1,14.8,12.0,不足,高
2025-07,仙台東店,45,1円P,181,831,21.8,59969,665928,9.0,12647882,105459743,12.0,-12.8,-9.8,-11.3,過剰,高
2025-07,仙台東店,45,1円未満P,0,831,0.0,0,665928,0.0,0,105459743,0.0,0.0,0.0,0.0,適正,低
2025-07,仙台東店,45,20円超S,364,831,43.8,324569,665928,48.7,41452414,105459743,39.3,4.9,-4.5,0.2,要確認,中
2025-07,仙台東店,45,5円S,28,831,3.4,14165,665928,2.1,2974579,105459743,2.8,-1.2,-0.5,-0.9,適正,低
2025-07,仙台東店,45,5円未満S,0,831,0.0,0,665928,0.0,0,105459743,0.0,0.0,0.0,0.0,適正,低
2025-07,仙台泉店,46,4円超P,372,907,41.0,440049,885726,49.7,83671004,139068471,60.2,8.7,19.2,13.9,不足,高
2025-07,仙台泉店,46,1円P,163,907,18.0,65810,885726,7.4,15985191,139068471,11.5,-10.5,-6.5,-8.5,過剰,高
2025-07,仙台泉店,46,1円未満P,0,907,0.0,0,885726,0.0,0,139068471,0.0,0.0,0.0,0.0,適正,低
2025-07,仙台泉店,46,20円超S,346,907,38.1,367823,885726,41.5,38087314,139068471,27.4,3.4,-10.8,-3.7,要確認,高
2025-07,仙台泉店,46,5円S,25,907,2.8,12044,885726,1.4,1324962,139068471,1.0,-1.4,-1.8,-1.6,適正,低
2025-07,仙台泉店,46,5円未満S,0,907,0.0,0,885726,0.0,0,139068471,0.0,0.0,0.0,0.0,適正,低
2025-07,福岡本店,47,4円超P,424,1191,35.6,286817,800298,35.8,43392322,119909800,36.2,0.2,0.6,0.4,適正,低
2025-07,福岡本店,47,1円P,248,1191,20.8,75031,800298,9.4,20084033,119909800,16.7,-11.4,-4.1,-7.8,過剰,高
2025-07,福岡本店,47,1円未満P,0,1191,0.0,0,800298,0.0,0,119909800,0.0,0.0,0.0,0.0,適正,低
2025-07,福岡本店,47,20円超S,439,1191,36.9,408523,800298,51.0,50948952,119909800,42.5,14.2,5.6,9.9,不足,高
2025-07,福岡本店,47,5円S,80,1191,6.7,29927,800298,3.7,5484493,119909800,4.6,-3.0,-2.1,-2.6,適正,低
2025-07,福岡本店,47,5円未満S,0,1191,0.0,0,800298,0.0,0,119909800,0.0,0.0,0.0,0.0,適正,低
2025-07,筑紫野店,48,4円超P,620,1726,35.9,427856,996107,43.0,76787203,156026306,49.2,7.0,13.3,10.2,不足,高
2025-07,筑紫野店,48,1円P,467,1726,27.1,113304,996107,11.4,24136323,156026306,15.5,-15.7,-11.6,-13.6,過剰,高
2025-07,筑紫野店,48,1円未満P,0,1726,0.0,0,996107,0.0,0,156026306,0.0,0.0,0.0,0.0,適正,低
2025-07,筑紫野店,48,20円超S,520,1726,30.1,416563,996107,41.8,45769200,156026306,29.3,11.7,-0.8,5.4,要確認,高
2025-07,筑紫野店,48,5円S,119,1726,6.9,38385,996107,3.9,9333580,156026306,6.0,-3.0,-0.9,-2.0,要確認,中
2025-07,筑紫野店,48,5円未満S,0,1726,0.0,0,996107,0.0,0,156026306,0.0,0.0,0.0,0.0,適正,低
2025-07,福重店,49,4円超P,341,991,34.4,273138,692329,39.5,62797932,134607875,46.7,5.0,12.2,8.6,不足,高
2025-07,福重店,49,1円P,170,991,17.2,55999,692329,8.1,15602037,134607875,11.6,-9.1,-5.6,-7.3,過剰,高
2025-07,福重店,49,1円未満P,0,991,0.0,0,692329,0.0,0,134607875,0.0,0.0,0.0,0.0,適正,低
2025-07,福重店,49,20円超S,420,991,42.4,341460,692329,49.3,50438393,134607875,37.5,6.9,-4.9,1.0,要確認,高
2025-07,福重店,49,5円S,60,991,6.1,21732,692329,3.1,5769513,134607875,4.3,-2.9,-1.8,-2.3,適正,低
2025-07,福重店,49,5円未満S,0,991,0.0,0,692329,0.0,0,134607875,0.0,0.0,0.0,0.0,適正,低
2025-07,伊都店,50,4円超P,240,999,24.0,95743,366857,26.1,21679943,68129711,31.8,2.1,7.8,4.9,要確認,高
2025-07,伊都店,50,1円P,239,999,23.9,51406,366857,14.0,10303242,68129711,15.1,-9.9,-8.8,-9.4,過剰,高
2025-07,伊都店,50,1円未満P,80,999,8.0,5598,366857,1.5,1951230,68129711,2.9,-6.5,-5.1,-5.8,過剰,高
2025-07,伊都店,50,20円超S,360,999,36.0,187980,366857,51.2,29085846,68129711,42.7,15.2,6.7,10.9,不足,高
2025-07,伊都店,50,5円S,80,999,8.0,26130,366857,7.1,5109450,68129711,7.5,-0.9,-0.5,-0.7,適正,低
2025-07,伊都店,50,5円未満S,0,999,0.0,0,366857,0.0,0,68129711,0.0,0.0,0.0,0.0,適正,低
2025-07,飯塚店,51,4円超P,403,1238,32.6,218762,615489,35.5,44643391,107058107,41.7,3.0,9.1,6.1,要確認,高
2025-07,飯塚店,51,1円P,350,1238,28.3,72082,615489,11.7,17303264,107058107,16.2,-16.6,-12.1,-14.3,過剰,高
2025-07,飯塚店,51,1円未満P,0,1238,0.0,0,615489,0.0,0,107058107,0.0,0.0,0.0,0.0,適正,低
2025-07,飯塚店,51,20円超S,417,1238,33.7,300426,615489,48.8,39502105,107058107,36.9,15.1,3.2,9.2,不足,高
2025-07,飯塚店,51,5円S,67,1238,5.4,24219,615489,3.9,5609347,107058107,5.2,-1.5,-0.2,-0.8,適正,低
2025-07,飯塚店,51,5円未満S,0,1238,0.0,0,615489,0.0,0,107058107,0.0,0.0,0.0,0.0,適正,低
2025-07,中間店,52,4円超P,244,846,28.8,120736,438933,27.5,22109134,64500868,34.3,-1.3,5.4,2.1,要確認,中
2025-07,中間店,52,1円P,206,846,24.3,47367,438933,10.8,11450643,64500868,17.8,-13.6,-6.6,-10.1,過剰,高
2025-07,中間店,52,1円未満P,0,846,0.0,0,438933,0.0,0,64500868,0.0,0.0,0.0,0.0,適正,低
2025-07,中間店,52,20円超S,336,846,39.7,248259,438933,56.6,26051528,64500868,40.4,16.8,0.7,8.8,要確認,高
2025-07,中間店,52,5円S,60,846,7.1,22571,438933,5.1,4889563,64500868,7.6,-1.9,0.5,-0.7,適正,低
2025-07,中間店,52,5円未満S,0,846,0.0,0,438933,0.0,0,64500868,0.0,0.0,0.0,0.0,適正,低
2025-07,門司店,53,4円超P,157,633,24.8,66644,239654,27.8,13099127,46889038,27.9,3.0,3.1,3.1,不足,中
2025-07,門司店,53,1円P,202,633,31.9,35870,239654,15.0,8459846,46889038,18.0,-16.9,-13.9,-15.4,過剰,高
2025-07,門司店,53,1円未満P,0,633,0.0,0,239654,0.0,0,46889038,0.0,0.0,0.0,0.0,適正,低
2025-07,門司店,53,20円超S,221,633,34.9,124665,239654,52.0,22771520,46889038,48.6,17.1,13.7,15.4,不足,高
2025-07,門司店,53,5円S,52,633,8.2,12475,239654,5.2,2558545,46889038,5.5,-3.0,-2.8,-2.9,要確認,中
2025-07,門司店,53,5円未満S,0,633,0.0,0,239654,0.0,0,46889038,0.0,0.0,0.0,0.0,適正,低
2025-07,松浦店,54,4円超P,157,717,21.9,32519,157044,20.7,10469683,39430304,26.6,-1.2,4.7,1.7,要確認,中
2025-07,松浦店,54,1円P,200,717,27.9,21870,157044,13.9,7085238,39430304,18.0,-14.0,-9.9,-11.9,過剰,高
2025-07,松浦店,54,1円未満P,39,717,5.4,2561,157044,1.6,897358,39430304,2.3,-3.8,-3.2,-3.5,過剰,中
2025-07,松浦店,54,20円超S,241,717,33.6,87154,157044,55.5,18460385,39430304,46.8,21.9,13.2,17.5,不足,高
2025-07,松浦店,54,5円S,80,717,11.2,12940,157044,8.2,2517640,39430304,6.4,-2.9,-4.8,-3.8,要確認,中
2025-07,松浦店,54,5円未満S,0,717,0.0,0,157044,0.0,0,39430304,0.0,0.0,0.0,0.0,適正,低
2025-07,佐々インター店,55,4円超P,316,1013,31.2,273835,772151,35.5,69260394,142984832,48.4,4.3,17.2,10.8,不足,高
2025-07,佐々インター店,55,1円P,194,1013,19.2,64326,772151,8.3,10080928,142984832,7.1,-10.8,-12.1,-11.5,過剰,高
2025-07,佐々インター店,55,1円未満P,0,1013,0.0,0,772151,0.0,0,142984832,0.0,0.0,0.0,0.0,適正,低
2025-07,佐々インター店,55,20円超S,463,1013,45.7,420693,772151,54.5,61025416,142984832,42.7,8.8,-3.0,2.9,要確認,高
2025-07,佐々インター店,55,5円S,40,1013,3.9,13297,772151,1.7,2618094,142984832,1.8,-2.2,-2.1,-2.2,適正,低
2025-07,佐々インター店,55,5円未満S,0,1013,0.0,0,772151,0.0,0,142984832,0.0,0.0,0.0,0.0,適正,低
2025-07,大野店,56,4円超P,117,602,19.4,63263,246473,25.7,17167374,52886606,32.5,6.2,13.0,9.6,不足,高
2025-07,大野店,56,1円P,198,602,32.9,41050,246473,16.7,9631749,52886606,18.2,-16.2,-14.7,-15.5,過剰,高
2025-07,大野店,56,1円未満P,0,602,0.0,0,246473,0.0,0,52886606,0.0,0.0,0.0,0.0,適正,低
2025-07,大野店,56,20円超S,217,602,36.0,124119,246473,50.4,22060803,52886606,41.7,14.3,5.7,10.0,不足,高
2025-07,大野店,56,5円S,70,602,11.6,18041,246473,7.3,4026680,52886606,7.6,-4.3,-4.0,-4.2,過剰,中
2025-07,大野店,56,5円未満S,0,602,0.0,0,246473,0.0,0,52886606,0.0,0.0,0.0,0.0,適正,低
2025-07,佐世保南店,57,4円超P,246,812,30.3,245519,614557,40.0,53457638,123087808,43.4,9.7,13.1,11.4,不足,高
2025-07,佐世保南店,57,1円P,214,812,26.4,63001,614557,10.3,14496098,123087808,11.8,-16.1,-14.6,-15.3,過剰,高
2025-07,佐世保南店,57,1円未満P,0,812,0.0,0,614557,0.0,0,123087808,0.0,0.0,0.0,0.0,適正,低
2025-07,佐世保南店,57,20円超S,296,812,36.5,288385,614557,46.9,50989624,123087808,41.4,10.5,5.0,7.7,不足,高
2025-07,佐世保南店,57,5円S,56,812,6.9,17653,614557,2.9,4144448,123087808,3.4,-4.0,-3.5,-3.8,過剰,中
2025-07,佐世保南店,57,5円未満S,0,812,0.0,0,614557,0.0,0,123087808,0.0,0.0,0.0,0.0,適正,低
2025-07,大村店,58,4円超P,196,731,26.8,182631,478715,38.2,26256753,76580894,34.3,11.3,7.5,9.4,不足,高
2025-07,大村店,58,1円P,206,731,28.2,48970,478715,10.2,10520485,76580894,13.7,-18.0,-14.4,-16.2,過剰,高
2025-07,大村店,58,1円未満P,0,731,0.0,0,478715,0.0,0,76580894,0.0,0.0,0.0,0.0,適正,低
2025-07,大村店,58,20円超S,272,731,37.2,233663,478715,48.8,36880746,76580894,48.2,11.6,10.9,11.3,不足,高
2025-07,大村店,58,5円S,57,731,7.8,13451,478715,2.8,2922910,76580894,3.8,-5.0,-4.0,-4.5,過剰,中
2025-07,大村店,58,5円未満S,0,731,0.0,0,478715,0.0,0,76580894,0.0,0.0,0.0,0.0,適正,低
2025-07,諫早店,59,4円超P,353,1190,29.7,222244,633214,35.1,53494506,123134772,43.4,5.4,13.8,9.6,不足,高
2025-07,諫早店,59,1円P,319,1190,26.8,76366,633214,12.1,20156344,123134772,16.4,-14.7,-10.4,-12.6,過剰,高
2025-07,諫早店,59,1円未満P,0,1190,0.0,0,633214,0.0,0,123134772,0.0,0.0,0.0,0.0,適正,低
2025-07,諫早店,59,20円超S,440,1190,37.0,308124,633214,48.7,43175781,123134772,35.1,11.7,-1.9,4.9,要確認,高
2025-07,諫早店,59,5円S,78,1190,6.6,26480,633214,4.2,6308141,123134772,5.1,-2.4,-1.4,-1.9,適正,低
2025-07,諫早店,59,5円未満S,0,1190,0.0,0,633214,0.0,0,123134772,0.0,0.0,0.0,0.0,適正,低
2025-07,長与店,60,4円超P,246,841,29.3,165814,537773,30.8,35785568,98086848,36.5,1.6,7.2,4.4,要確認,高
2025-07,長与店,60,1円P,216,841,25.7,63060,537773,11.7,17210032,98086848,17.5,-14.0,-8.1,-11.0,過剰,高
2025-07,長与店,60,1円未満P,0,841,0.0,0,537773,0.0,0,98086848,0.0,0.0,0.0,0.0,適正,低
2025-07,長与店,60,20円超S,341,841,40.5,294107,537773,54.7,41624006,98086848,42.4,14.1,1.9,8.0,要確認,高
2025-07,長与店,60,5円S,38,841,4.5,14793,537773,2.8,3467242,98086848,3.5,-1.8,-1.0,-1.4,適正,低
2025-07,長与店,60,5円未満S,0,841,0.0,0,537773,0.0,0,98086848,0.0,0.0,0.0,0.0,適正,低
2025-07,女神店,61,4円超P,390,1264,30.9,269802,781663,34.5,52241369,152383760,34.3,3.7,3.4,3.5,不足,中
2025-07,女神店,61,1円P,315,1264,24.9,98506,781663,12.6,27203823,152383760,17.9,-12.3,-7.1,-9.7,過剰,高
2025-07,女神店,61,1円未満P,0,1264,0.0,0,781663,0.0,0,152383760,0.0,0.0,0.0,0.0,適正,低
2025-07,女神店,61,20円超S,480,1264,38.0,387325,781663,49.6,66647310,152383760,43.7,11.6,5.8,8.7,不足,高
2025-07,女神店,61,5円S,79,1264,6.2,26031,781663,3.3,6291258,152383760,4.1,-2.9,-2.1,-2.5,適正,低
2025-07,女神店,61,5円未満S,0,1264,0.0,0,781663,0.0,0,152383760,0.0,0.0,0.0,0.0,適正,低
2025-07,大分本店,62,4円超P,261,993,26.3,90857,361251,25.2,18041802,61510666,29.3,-1.1,3.0,1.0,要確認,中
2025-07,大分本店,62,1円P,261,993,26.3,58114,361251,16.1,13405309,61510666,21.8,-10.2,-4.5,-7.3,過剰,高
2025-07,大分本店,62,1円未満P,44,993,4.4,4946,361251,1.4,1261544,61510666,2.1,-3.1,-2.4,-2.7,要確認,中
2025-07,大分本店,62,20円超S,302,993,30.4,173734,361251,48.1,21093298,61510666,34.3,17.7,3.9,10.8,不足,高
2025-07,大分本店,62,5円S,86,993,8.7,26169,361251,7.2,6166212,61510666,10.0,-1.4,1.4,-0.0,適正,低
2025-07,大分本店,62,5円未満S,40,993,4.0,7431,361251,2.1,1542501,61510666,2.5,-2.0,-1.5,-1.7,適正,低
2025-07,南大分店,63,4円超P,330,994,33.2,194013,527679,36.8,35966778,84964278,42.3,3.6,9.1,6.4,不足,高
2025-07,南大分店,63,1円P,263,994,26.5,60156,527679,11.4,13168927,84964278,15.5,-15.1,-11.0,-13.0,過剰,高
2025-07,南大分店,63,1円未満P,0,994,0.0,0,527679,0.0,0,84964278,0.0,0.0,0.0,0.0,適正,低
2025-07,南大分店,63,20円超S,366,994,36.8,263386,527679,49.9,34081186,84964278,40.1,13.1,3.3,8.2,不足,高
2025-07,南大分店,63,5円S,35,994,3.5,10125,527679,1.9,1747387,84964278,2.1,-1.6,-1.5,-1.5,適正,低
2025-07,南大分店,63,5円未満S,0,994,0.0,0,527679,0.0,0,84964278,0.0,0.0,0.0,0.0,適正,低
2025-07,日向店,64,4円超P,311,992,31.4,202859,519823,39.0,36898106,77638638,47.5,7.7,16.2,11.9,不足,高
2025-07,日向店,64,1円P,271,992,27.3,62468,519823,12.0,14789830,77638638,19.0,-15.3,-8.3,-11.8,過剰,高
2025-07,日向店,64,1円未満P,0,992,0.0,0,519823,0.0,0,77638638,0.0,0.0,0.0,0.0,適正,低
2025-07,日向店,64,20円超S,341,992,34.4,236781,519823,45.6,22288125,77638638,28.7,11.2,-5.7,2.8,要確認,高
2025-07,日向店,64,5円S,69,992,7.0,17715,519823,3.4,3662577,77638638,4.7,-3.5,-2.2,-2.9,要確認,中
2025-07,日向店,64,5円未満S,0,992,0.0,0,519823,0.0,0,77638638,0.0,0.0,0.0,0.0,適正,低
2025-07,都城店,65,4円超P,269,1029,26.1,149052,520848,28.6,31882118,75790446,42.1,2.5,15.9,9.2,要確認,高
2025-07,都城店,65,1円P,286,1029,27.8,55130,520848,10.6,14510323,75790446,19.1,-17.2,-8.6,-12.9,過剰,高
2025-07,都城店,65,1円未満P,0,1029,0.0,0,520848,0.0,0,75790446,0.0,0.0,0.0,0.0,適正,低
2025-07,都城店,65,20円超S,431,1029,41.9,301613,520848,57.9,25577109,75790446,33.7,16.0,-8.1,3.9,要確認,高
2025-07,都城店,65,5円S,43,1029,4.2,15053,520848,2.9,3820896,75790446,5.0,-1.3,0.9,-0.2,適正,低
2025-07,都城店,65,5円未満S,0,1029,0.0,0,520848,0.0,0,75790446,0.0,0.0,0.0,0.0,適正,低
2025-07,大淀店,66,4円超P,395,1333,29.6,362718,856242,42.4,44117190,91263660,48.3,12.7,18.7,15.7,不足,高
2025-07,大淀店,66,1円P,310,1333,23.3,83943,856242,9.8,18832618,91263660,20.6,-13.5,-2.6,-8.0,要確認,高
2025-07,大淀店,66,1円未満P,0,1333,0.0,0,856242,0.0,0,91263660,0.0,0.0,0.0,0.0,適正,低
2025-07,大淀店,66,20円超S,551,1333,41.3,383091,856242,44.7,24009145,91263660,26.3,3.4,-15.0,-5.8,要確認,高
2025-07,大淀店,66,5円S,77,1333,5.8,26490,856242,3.1,4304707,91263660,4.7,-2.7,-1.1,-1.9,適正,低
2025-07,大淀店,66,5円未満S,0,1333,0.0,0,856242,0.0,0,91263660,0.0,0.0,0.0,0.0,適正,低
2025-07,延岡店,67,4円超P,345,991,34.8,296458,615658,48.2,60142799,109355881,55.0,13.3,20.2,16.8,不足,高
2025-07,延岡店,67,1円P,233,991,23.5,51866,615658,8.4,10831316,109355881,9.9,-15.1,-13.6,-14.3,過剰,高
2025-07,延岡店,67,1円未満P,0,991,0.0,0,615658,0.0,0,109355881,0.0,0.0,0.0,0.0,適正,低
2025-07,延岡店,67,20円超S,351,991,35.4,250702,615658,40.7,35961790,109355881,32.9,5.3,-2.5,1.4,要確認,中
2025-07,延岡店,67,5円S,62,991,6.3,16631,615658,2.7,2419976,109355881,2.2,-3.6,-4.0,-3.8,過剰,中
2025-07,延岡店,67,5円未満S,0,991,0.0,0,615658,0.0,0,109355881,0.0,0.0,0.0,0.0,適正,低
2025-07,松橋インター店,68,4円超P,263,823,32.0,148918,471989,31.6,30540200,65412510,46.7,-0.4,14.7,7.2,要確認,高
2025-07,松橋インター店,68,1円P,203,823,24.7,40291,471989,8.5,7477000,65412510,11.4,-16.1,-13.2,-14.7,過剰,高
2025-07,松橋インター店,68,1円未満P,0,823,0.0,0,471989,0.0,0,65412510,0.0,0.0,0.0,0.0,適正,低
2025-07,松橋インター店,68,20円超S,313,823,38.0,267514,471989,56.7,25755738,65412510,39.4,18.6,1.3,10.0,要確認,高
2025-07,松橋インター店,68,5円S,44,823,5.3,15266,471989,3.2,1639572,65412510,2.5,-2.1,-2.8,-2.5,適正,低
2025-07,松橋インター店,68,5円未満S,0,823,0.0,0,471989,0.0,0,65412510,0.0,0.0,0.0,0.0,適正,低
2025-07,八代店,69,4円超P,317,996,31.8,240748,723288,33.3,36765300,87378353,42.1,1.5,10.2,5.9,要確認,高
2025-07,八代店,69,1円P,241,996,24.2,70896,723288,9.8,14001000,87378353,16.0,-14.4,-8.2,-11.3,過剰,高
2025-07,八代店,69,1円未満P,0,996,0.0,0,723288,0.0,0,87378353,0.0,0.0,0.0,0.0,適正,低
2025-07,八代店,69,20円超S,398,996,40.0,393899,723288,54.5,33426174,87378353,38.3,14.5,-1.7,6.4,要確認,高
2025-07,八代店,69,5円S,41,996,4.1,17745,723288,2.5,3185879,87378353,3.6,-1.7,-0.5,-1.1,適正,低
2025-07,八代店,69,5円未満S,0,996,0.0,0,723288,0.0,0,87378353,0.0,0.0,0.0,0.0,適正,低
2025-08,沼田店,2,4円超P,212,763,27.8,151788,484870,31.3,30839188,88292249,34.9,3.5,7.1,5.3,不足,高
2025-08,沼田店,2,1円P,282,763,37.0,79165,484870,16.3,20249993,88292249,22.9,-20.6,-14.0,-17.3,過剰,高
2025-08,沼田店,2,1円未満P,0,763,0.0,0,484870,0.0,0,88292249,0.0,0.0,0.0,0.0,適正,低
2025-08,沼田店,2,20円超S,228,763,29.9,237345,484870,49.0,34356608,88292249,38.9,19.1,9.0,14.0,不足,高
2025-08,沼田店,2,5円S,41,763,5.4,16572,484870,3.4,2846460,88292249,3.2,-2.0,-2.1,-2.1,適正,低
2025-08,沼田店,2,5円未満S,0,763,0.0,0,484870,0.0,0,88292249,0.0,0.0,0.0,0.0,適正,低
2025-08,渋川インター店,3,4円超P,249,710,35.1,170474,503096,33.9,29639060,82492800,35.9,-1.2,0.9,-0.2,適正,低
2025-08,渋川インター店,3,1円P,143,710,20.1,44022,503096,8.8,10051992,82492800,12.2,-11.4,-8.0,-9.7,過剰,高
2025-08,渋川インター店,3,1円未満P,36,710,5.1,4398,503096,0.9,984832,82492800,1.2,-4.2,-3.9,-4.0,過剰,中
2025-08,渋川インター店,3,20円超S,246,710,34.6,269540,503096,53.6,40504759,82492800,49.1,18.9,14.5,16.7,不足,高
2025-08,渋川インター店,3,5円S,36,710,5.1,14662,503096,2.9,1312157,82492800,1.6,-2.2,-3.5,-2.8,要確認,中
2025-08,渋川インター店,3,5円未満S,0,710,0.0,0,503096,0.0,0,82492800,0.0,0.0,0.0,0.0,適正,低
2025-08,中之条店,4,4円超P,129,458,28.2,52801,176437,29.9,12598528,32133094,39.2,1.8,11.0,6.4,要確認,高
2025-08,中之条店,4,1円P,128,458,27.9,26908,176437,15.3,6195714,32133094,19.3,-12.7,-8.7,-10.7,過剰,高
2025-08,中之条店,4,1円未満P,26,458,5.7,1710,176437,1.0,488914,32133094,1.5,-4.7,-4.2,-4.4,過剰,中
2025-08,中之条店,4,20円超S,151,458,33.0,85357,176437,48.4,12268827,32133094,38.2,15.4,5.2,10.3,不足,高
